date,o_bid,h_bid,l_bid,c_bid,o_ask,h_ask,l_ask,c_ask,c_mid,volume
2007-11-22,2.06286,2.06833,2.05841,2.06195,2.06326,2.06873,2.05871,2.06235,2.06215,19198
2007-11-23,2.06205,2.07636,2.05160,2.06235,2.06245,2.07676,2.05185,2.06335,2.06285,27780
2007-11-25,2.06136,2.06376,2.05971,2.06327,2.06236,2.06476,2.06071,2.06427,2.06377,1337
2007-11-26,2.06337,2.07373,2.06122,2.06883,2.06437,2.07398,2.06164,2.06916,2.06900,26873
2007-11-27,2.06881,2.07547,2.06404,2.06718,2.06914,2.07587,2.06429,2.06758,2.06738,31555
2007-11-28,2.06715,2.08310,2.05817,2.07825,2.06755,2.08350,2.05842,2.07865,2.07845,35024
2007-11-29,2.07826,2.07923,2.05924,2.06255,2.07866,2.07963,2.05949,2.06295,2.06275,31512
2007-11-30,2.06261,2.07001,2.05341,2.05576,2.06301,2.07042,2.05371,2.05676,2.05626,32167
2007-12-02,2.05621,2.05796,2.05406,2.05732,2.05721,2.05896,2.05506,2.05832,2.05782,1323
2007-12-03,2.05716,2.06778,2.05225,2.06365,2.05816,2.06803,2.05250,2.06405,2.06385,31698
2007-12-04,2.06370,2.06736,2.05592,2.05816,2.06410,2.06761,2.05617,2.05856,2.05836,34956
2007-12-05,2.05828,2.05843,2.02440,2.02690,2.05868,2.05883,2.02468,2.02730,2.02710,28752
2007-12-06,2.02685,2.03115,2.01770,2.02813,2.02725,2.03145,2.01860,2.02853,2.02833,38444
2007-12-07,2.02800,2.03462,2.02198,2.02990,2.02840,2.03487,2.02223,2.03090,2.03040,31278
2007-12-09,2.02968,2.03308,2.02940,2.03263,2.03068,2.03408,2.03040,2.03363,2.03313,755
2007-12-10,2.03255,2.04883,2.03075,2.04415,2.03355,2.04908,2.03135,2.04455,2.04435,25216
2007-12-11,2.04415,2.05176,2.03287,2.03545,2.04455,2.05216,2.03312,2.03585,2.03565,34080
2007-12-12,2.03540,2.05814,2.03477,2.04465,2.03580,2.05839,2.03517,2.04505,2.04485,32077
